name,serving_size,calories,total_fat,cholesterol,sodium,protein,carbohydrate,fiber,sugars
"MARTHA WHITE FOODS, dry, Martha White's Chewy Fudge Brownie Mix",100 g,407,6.2g,0,457.00 mg,4.42 g,83.58 g,2.9 g,54.76 g
"Pork, roasted, cooked, separable lean and fat, spareribs, fresh",100 g,361,31g,105mg,91.00 mg,20.89 g,0.00 g,0.0 g,0.00 g
"CAMPBELL'S Red and White, condensed, Chicken and Dumplings Soup",100 g,56,2g,8mg,603.00 mg,2.38 g,7.94 g,0.8 g,0.79 g
"Beef, boiled, cooked, manufacturing beef, imported, New Zealand",100 g,126,3.3g,67mg,32.00 mg,24.21 g,0.00 g,0.0 g,0.00 g
"Cereals ready-to-eat, with almonds, HONEY BUNCHES OF OATS, POST",100 g,409,7.3g,0,417.00 mg,7.70 g,79.60 g,5.5 g,20.00 g
"Potatoes, unprepared, extruded, par fried, french fried, frozen",100 g,260,15g,0,490.00 mg,2.83 g,30.15 g,2.9 g,0
"Puddings, prepared with whole milk, instant, dry mix, chocolate",100 g,111,3.1g,11mg,284.00 mg,3.10 g,18.80 g,1.0 g,0
"Puddings, prepared with whole milk, regular, dry mix, chocolate",100 g,120,3.2g,9mg,98.00 mg,3.16 g,19.64 g,0.8 g,11.96 g
"Cereals, dry, unenriched, regular and quick, yellow, corn grits",100 g,371,1.2g,0,1.00 mg,8.80 g,79.60 g,1.6 g,0.64 g
"Veal, raw, separable lean only, whole (arm and blade), shoulder",100 g,112,3g,86mg,92.00 mg,19.79 g,0.00 g,0.0 g,0
"Soup, prepared with equal volume water, canned, cream of celery",100 g,37,2.3g,6mg,254.00 mg,0.68 g,3.62 g,0.3 g,0
"Cereals ready-to-eat, Caramel Delight, FIBER ONE, GENERAL MILLS",100 g,344,5.8g,0,470.00 mg,5.80 g,82.69 g,19.1 g,20.79 g
"CAMPBELL'S Red and White, condensed, Creamy Chicken Noodle Soup",100 g,97,5.7g,12mg,702.00 mg,3.23 g,8.87 g,3.2 g,0.81 g
"Cereals, dry, with cinnamon and spice, fortified, instant, oats",100 g,369,4.8g,0,434.00 mg,9.53 g,76.08 g,8.0 g,25.33 g
"KASHI, Frozen Entree, Chicken and Chipotle BBQ Sauce with Mango",100 g,108,2.1g,11mg,219.00 mg,5.30 g,17.60 g,2.2 g,4.70 g
"POPEYES, meat and skin with breading, Wing, Mild, Fried Chicken",100 g,338,22g,114mg,788.00 mg,20.40 g,13.52 g,0.6 g,0.00 g
"Candies, milk chocolate with honey and almond nougat, TOBLERONE",100 g,525,29g,14mg,54.00 mg,5.71 g,61.21 g,2.5 g,55.74 g
"Turnover, unprepared, frozen, tomato-based sauce, cheese-filled",100 g,235,9.5g,20mg,598.00 mg,10.24 g,27.29 g,1.6 g,7.87 g
"Dessert topping, 1.5 ounce prepared with 1/2 cup milk, powdered",100 g,194,13g,10mg,66.00 mg,3.61 g,17.13 g,0.0 g,17.13 g
"CAMPBELL'S Red and White, condensed, Italian Style Wedding Soup",100 g,71,2g,8mg,643.00 mg,3.17 g,9.52 g,2.4 g,1.59 g
"Brussels sprouts, without salt, drained, boiled, cooked, frozen",100 g,42,0.4g,0,15.00 mg,3.64 g,8.32 g,4.1 g,2.08 g
"Babyfood, prepared with whole milk, with bananas, mixed, cereal",100 g,86,3.5g,10mg,48.00 mg,3.82 g,10.00 g,0.4 g,5.90 g
"USDA Commodity, cooked, frozen, ground bulk/coarse ground, beef",100 g,259,16g,89mg,95.00 mg,26.06 g,0.00 g,0.0 g,0
"Chicken, raw, with added solution, skin (drumsticks and thighs)",100 g,386,38g,113mg,139.00 mg,11.11 g,0.01 g,0.0 g,0.00 g
"Beans, without salt, boiled, cooked, mature seeds, black turtle",100 g,130,0.4g,0,3.00 mg,8.18 g,24.35 g,8.3 g,0.32 g
"KELLOGG'S, Frosted Chocolate Baked Bites, POP-TARTS MINI CRISPS",100 g,438,12g,0,487.00 mg,5.00 g,78.90 g,2.2 g,35.80 g
"Salmon, smoked (Alaska Native), filets with skin, red (sockeye)",100 g,345,11g,155mg,51.00 mg,60.62 g,0.00 g,0.0 g,0.00 g
"Cake, special dietary (includes lemon-flavored), dry mix, white",100 g,397,8.4g,0,260.00 mg,3.00 g,79.60 g,0,0
"KELLOGG'S, Frosted Blueberry Muffin Toaster Pastries, POP-TARTS",100 g,397,11g,0,398.00 mg,4.00 g,70.90 g,1.1 g,27.60 g
"Chicken, roasted, cooked, meat only, breast, broilers or fryers",100 g,165,3.6g,85mg,74.00 mg,31.02 g,0.00 g,0.0 g,0.00 g
"Nuts, with salt added, without peanuts, oil roasted, mixed nuts",100 g,615,56g,0,306.00 mg,15.52 g,22.27 g,5.5 g,4.38 g
"Wheat flour, enriched, bleached, 9% protein, white (industrial)",100 g,367,1.4g,0,2.00 mg,8.89 g,77.32 g,0,0.54 g
"KEEBLER, bite-size, Chocolate Chip Cookies, CHIPS DELUXE, GRIPZ",100 g,473,19g,0,385.00 mg,5.30 g,71.30 g,2.5 g,31.40 g
"Buffalo, cooked (Shoshone Bannock), top round steak, free range",100 g,146,1.8g,82mg,41.00 mg,32.51 g,0.00 g,0,0
"Elk, cooked (Shoshone Bannock), eye of round, roast, free range",100 g,148,2.9g,63mg,50.00 mg,30.56 g,0.00 g,0.0 g,0.00 g
"Margarine, tub, 67-70% fat, margarine-like vegetable oil spread",100 g,606,68g,0,536.00 mg,0.07 g,0.59 g,0,0
"Infant formula, ready-to-feed, LACTOFREE, ENFAMIL, MEAD JOHNSON",100 g,63,3.5g,1mg,19.00 mg,1.38 g,7.18 g,0.0 g,7.18 g
"Peas and carrots, without salt, drained, boiled, cooked, frozen",100 g,48,0.4g,0,68.00 mg,3.09 g,10.12 g,3.1 g,4.36 g
"Babyfood, Real Fruit Bars, GERBER GRADUATE FRUIT  STRIPS, snack",100 g,330,2.2g,0,14.00 mg,0.82 g,76.61 g,2.0 g,68.65 g
"Infant formula, ready-to-feed, with iron, ENFAMIL, MEAD JOHNSON",100 g,63,3.5g,1mg,18.00 mg,1.38 g,7.20 g,0.0 g,7.18 g
"Pork, raw, separable lean only, country-style ribs, loin, fresh",100 g,140,5.6g,74mg,67.00 mg,20.76 g,0.00 g,0.0 g,0.00 g
"Pork, roasted, separable lean only, arm picnic, shoulder, cured",100 g,170,7g,48mg,1231.00 mg,24.94 g,0.00 g,0.0 g,0.00 g
"Potatoes, unprepared, frozen, salt added in processing, roasted",100 g,130,1.8g,0,298.00 mg,2.22 g,26.15 g,2.6 g,0.69 g
"Babyfood, junior, without ascorbic acid, fruit dessert, dessert",100 g,63,0g,0,0.00 mg,0.30 g,17.20 g,0.6 g,12.00 g
"Pork, braised, cooked, separable lean and fat, spareribs, fresh",100 g,397,30g,121mg,93.00 mg,29.06 g,0.00 g,0.0 g,0.00 g
"Pie crust, made with enriched flour, unbaked, frozen, deep dish",100 g,468,29g,0,353.00 mg,5.52 g,46.79 g,1.4 g,0
"Candies, SKITTLES Tropical Bite Size Candies, MARS SNACKFOOD US",100 g,405,4.3g,0,15.00 mg,0.19 g,90.77 g,0.0 g,75.76 g
"Beef, pan-broiled, cooked, patty, 97% lean meat /3% fat, ground",100 g,144,3.7g,84mg,69.00 mg,26.03 g,0.00 g,0.0 g,0.00 g
"Beef, pan-broiled, cooked, patty, 93% lean meat /7% fat, ground",100 g,182,8g,84mg,72.00 mg,25.56 g,0.06 g,0.0 g,0.00 g
"Infant Formula, powder, Newborn, Premium, ENFAMIL, MEAD JOHNSON",100 g,514,27g,0,138.00 mg,10.80 g,57.00 g,0.0 g,57.00 g
"Infant formula, ready-to-feed, PROTECT PLUS, GOOD START, GERBER",100 g,65,3.4g,0,18.00 mg,1.44 g,7.17 g,0.0 g,7.17 g
"Infant Formula, ready-to-feed, GENTLE PLUS, GERBER GOOD START 2",100 g,66,3.3g,0,18.00 mg,1.44 g,7.61 g,0.0 g,7.61 g
"Beef, raw, separable lean and fat, flank, imported, New Zealand",100 g,161,8.9g,49mg,46.00 mg,20.12 g,0.00 g,0.0 g,0.00 g
"Seal, raw (Alaska Native), low quadrant, meat, bearded (Oogruk)",100 g,186,10g,121mg,57.00 mg,23.63 g,0.00 g,0.0 g,0.00 g
"Fast Food, thick crust, sausage topping, 14"" pizza, Pizza Chain",100 g,282,13g,23mg,637.00 mg,11.06 g,30.36 g,2.3 g,2.82 g
"Pork, unheated, separable lean only, bone-in, shank, ham, cured",100 g,125,3.2g,61mg,846.00 mg,23.79 g,0.18 g,0.0 g,0.00 g
"Pork, unheated, separable lean only, bone-in, slice, ham, cured",100 g,130,3.6g,65mg,760.00 mg,24.36 g,0.00 g,0.0 g,0.00 g
"MORNINGSTAR FARMS Breakfast Sausage Patties, unprepared, frozen",100 g,210,7.9g,2mg,671.00 mg,25.80 g,8.80 g,4.1 g,1.70 g
"Game meat, raw, 1"" steak, separable lean only, top round, bison",100 g,122,2.4g,65mg,47.00 mg,23.32 g,0.00 g,0.0 g,0.00 g
"Succotash, with salt, drained, boiled, cooked, (corn and limas)",100 g,111,0.8g,0,253.00 mg,5.07 g,24.37 g,0,0
"Pigeon peas (red gram), with salt, boiled, cooked, mature seeds",100 g,121,0.4g,0,241.00 mg,6.76 g,23.25 g,6.7 g,0
"Crustaceans, made from surimi, imitation, mixed species, shrimp",100 g,101,1.5g,36mg,705.00 mg,12.39 g,9.13 g,0.0 g,0
"Peas, with salt, drained, boiled, cooked, frozen, edible-podded",100 g,50,0.4g,0,241.00 mg,3.50 g,8.43 g,3.1 g,4.82 g
"Cookies, special dietary, commercially prepared, chocolate chip",100 g,450,17g,0,244.00 mg,3.90 g,73.40 g,1.6 g,39.81 g
"Cereals, dry, blueberry hazelnut, REAL MEDLEYS, oatmeal, QUAKER",100 g,386,9.8g,1mg,337.00 mg,9.81 g,69.47 g,7.7 g,18.71 g
"Lamb, soaked and simmered, cooked, heart, imported, New Zealand",100 g,161,6.2g,186mg,67.00 mg,26.26 g,0.00 g,0.0 g,0.00 g
"Candies, SKITTLES Original Bite Size Candies, MARS SNACKFOOD US",100 g,405,4.4g,0,15.00 mg,0.19 g,90.78 g,0.0 g,75.84 g
"Cookies, made with butter, prepared from recipe, chocolate chip",100 g,488,28g,70mg,341.00 mg,5.70 g,58.20 g,0,0
"Cheese food, vitamin D fortified, American, pasteurized process",100 g,330,26g,98mg,1284.00 mg,16.86 g,8.56 g,0.0 g,5.59 g
"Cheese, fortified with vitamin D, American, pasteurized process",100 g,366,31g,100mg,1671.00 mg,18.13 g,4.78 g,0.0 g,2.26 g
"Babyfood, prepared with whole milk, with honey, oatmeal, cereal",100 g,115,3.9g,0,49.00 mg,5.00 g,15.30 g,0,0
"Margarine-like, with salt, stick, 60% fat, vegetable oil spread",100 g,537,60g,0,785.00 mg,0.12 g,0.69 g,0.0 g,0.00 g
"Cabbage, with salt, drained, boiled, cooked, chinese (pak-choi)",100 g,12,0.2g,0,270.00 mg,1.56 g,1.78 g,1.0 g,0.83 g
"Turkey, roasted, cooked, meat and skin, drumstick, retail parts",100 g,197,9.4g,120mg,112.00 mg,28.21 g,0.00 g,0.0 g,0.00 g
"CAMPBELL'S Soup on the Go, Cheesy Potato with Bacon Flavor Soup",100 g,43,2g,3mg,292.00 mg,0.66 g,5.25 g,0.3 g,1.31 g
"Apricots, solids and liquids, without skin, water pack, canned",100 g,22,0g,0,11.00 mg,0.69 g,5.48 g,1.1 g,0
"Corn, solids and liquids, no salt added, canned, yellow, sweet",100 g,61,0.8g,0,12.00 mg,1.95 g,13.86 g,1.7 g,4.15 g
"Candies, COCOAVIA Chocolate Covered Almonds, MARS SNACKFOOD US",100 g,573,37g,0,9.00 mg,9.51 g,50.22 g,10.4 g,26.92 g
"Raspberries, solids and liquids, heavy syrup pack, red, canned",100 g,91,0.1g,0,3.00 mg,0.83 g,23.36 g,3.3 g,20.06 g
"Cereals ready-to-eat, KELLOGG'S FROSTED RICE KRISPIES, KELLOGG",100 g,384,0.4g,0,371.00 mg,4.30 g,91.30 g,0.5 g,40.20 g
"Infant Formula, powder, Infant, Premium, ENFAMIL, MEAD JOHNSON",100 g,510,27g,0,138.00 mg,10.80 g,57.00 g,0.0 g,57.00 g
"KELLOGG'S, Frosted Wild Strawberry Toaster Pastries, POP-TARTS",100 g,391,9.7g,0,333.00 mg,3.90 g,72.10 g,1.3 g,30.60 g
"Lima beans, with salt, drained, boiled, cooked, immature seeds",100 g,123,0.3g,0,253.00 mg,6.81 g,23.64 g,5.3 g,1.63 g
"Cereals ready-to-eat, spoon-size, Shredded Wheat n' Bran, POST",100 g,339,2.1g,0,0.00 mg,10.93 g,80.65 g,14.7 g,0.75 g
"Pork, raw, separable lean and fat, arm picnic, shoulder, fresh",100 g,193,13g,63mg,84.00 mg,18.71 g,0.00 g,0.0 g,0.00 g
"Veal, braised, cooked, pancreas, variety meats and by-products",100 g,256,15g,0,68.00 mg,29.10 g,0.00 g,0.0 g,0
"Lamb, braised, cooked, pancreas, variety meats and by-products",100 g,234,15g,400mg,52.00 mg,22.83 g,0.00 g,0.0 g,0
"Fish, smoked and canned (Alaska Native), chinook, king, salmon",100 g,150,5.9g,0,0,23.20 g,0.00 g,0,0
"Broadbeans, with salt, drained, boiled, cooked, immature seeds",100 g,62,0.5g,0,277.00 mg,4.80 g,10.10 g,0,0
"Beans, with salt, drained, boiled, cooked, frozen, green, snap",100 g,28,0.2g,0,245.00 mg,1.49 g,6.45 g,3.0 g,1.88 g
"Soup, prepared with equal volume milk, canned, cream of potato",100 g,60,2.6g,9mg,230.00 mg,2.33 g,6.92 g,0.2 g,0
"Cereals ready-to-eat, Honey Almond Flax, KASHI GO LEAN CRUNCH!",100 g,379,9.9g,0,268.00 mg,16.79 g,66.90 g,15.0 g,22.20 g
"Pork, raw, separable lean and fat, rump half, leg (ham), fresh",100 g,182,11g,63mg,73.00 mg,20.27 g,0.00 g,0.0 g,0.00 g
"Beans, without salt, boiled, cooked, mature seeds, small white",100 g,142,0.6g,0,2.00 mg,8.97 g,25.81 g,10.4 g,0
"Chicken, simmered, cooked, meat only, neck, broilers or fryers",100 g,179,8.2g,79mg,64.00 mg,24.56 g,0.00 g,0.0 g,0
"Chicken, roasted, cooked, meat only, thigh, broilers or fryers",100 g,179,8.2g,133mg,106.00 mg,24.76 g,0.00 g,0.0 g,0.00 g
"Soup, prepared with equal volume milk, canned, cream of celery",100 g,66,3.9g,13mg,272.00 mg,2.29 g,5.86 g,0.3 g,0
"MORNINGSTAR FARMS California Turk'y Burger, unprepared, frozen",100 g,155,7.7g,1mg,690.00 mg,14.90 g,12.60 g,7.6 g,1.80 g
"Babyfood, organic, carrot and squash, apple, 2nd Foods, GERBER",100 g,64,0g,2mg,20.00 mg,1.10 g,14.82 g,1.2 g,9.09 g
"Beverages, prepared with water, decaffeinated, instant, coffee",100 g,2,0g,0,4.00 mg,0.12 g,0.43 g,0.0 g,0.00 g
"Pork loin, lean only, cooked-roasted, bone-in, backribs, fresh",100 g,255,18g,84mg,98.00 mg,24.15 g,0.00 g,0.0 g,0.00 g
"Beef, raw, separable lean and fat, flat, imported, New Zealand",100 g,177,11g,58mg,49.00 mg,20.57 g,0.00 g,0.0 g,0.00 g
"Oil, all purpose salad or cooking, industrial and retail, corn",100 g,900,100g,0,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g
"Frostings, prepared with margarine, dry mix, creamy, chocolate",100 g,404,13g,0,163.00 mg,1.10 g,71.02 g,1.9 g,0
"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",100 g,430,25g,46mg,298.00 mg,7.10 g,45.70 g,2.0 g,25.87 g
"Cereals ready-to-eat, STRAWBERRY FIELDS, KASHI ORGANIC PROMISE",100 g,358,0.7g,0,337.00 mg,9.40 g,83.50 g,5.0 g,20.50 g
"CAMPBELL'S CHUNKY Soups, Slow Roasted Beef with Mushrooms Soup",100 g,48,0.6g,6mg,339.00 mg,3.27 g,7.35 g,1.2 g,2.04 g
"CAMPBELL'S CHUNKY Soups, Grilled Steak- Steak Chili with Beans",100 g,81,1.2g,6mg,355.00 mg,6.53 g,11.02 g,2.9 g,3.67 g
"MARTHA WHITE FOODS, dry, Martha White's Buttermilk Biscuit Mix",100 g,388,13g,3mg,1295.00 mg,7.81 g,59.41 g,1.5 g,4.46 g
"Potatoes, without salt, drained, boiled, cooked, whole, frozen",100 g,65,0.1g,0,20.00 mg,1.98 g,14.52 g,1.4 g,0
"Soup, prepared with equal volume water, canned, vegetable beef",100 g,31,0.8g,2mg,349.00 mg,2.23 g,4.06 g,0.8 g,0.45 g
"CAMPBELL'S CHUNKY Soups, Baked Potato with Steak & Cheese Soup",100 g,82,4.1g,6mg,343.00 mg,3.27 g,8.57 g,1.2 g,1.22 g
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Red Berries, KELLOGG",100 g,358,1.3g,0,619.00 mg,6.30 g,87.09 g,8.5 g,29.70 g
"Potatoes, home-prepared from recipe using margarine, au gratin",100 g,132,7.6g,15mg,433.00 mg,5.06 g,11.27 g,1.8 g,0
"Soup, prepared with equal volume water, canned, chicken noodle",100 g,24,0.8g,4mg,335.00 mg,1.16 g,2.97 g,0.5 g,0.00 g
"Beverages, prepared with water, sweetened, lemon, instant, tea",100 g,35,0.1g,0,2.00 mg,0.01 g,8.61 g,0.1 g,8.33 g
"Fast Food, thick crust, cheese topping, 14"" pizza, Pizza Chain",100 g,271,11g,17mg,597.00 mg,10.81 g,33.17 g,2.2 g,3.34 g
"Crustaceans, moist heat, cooked, wild, mixed species, crayfish",100 g,82,1.2g,133mg,94.00 mg,16.77 g,0.00 g,0.0 g,0.00 g
"Cereals ready-to-eat, HONEY CLUSTERS, FIBER ONE, GENERAL MILLS",100 g,323,2.6g,0,394.00 mg,7.69 g,83.90 g,19.0 g,17.79 g
"Beef, braised, cooked, pancreas, variety meats and by-products",100 g,271,17g,262mg,60.00 mg,27.10 g,0.00 g,0.0 g,0
"Veal, roasted, cooked, separable lean and fat, blade, shoulder",100 g,186,8.7g,117mg,100.00 mg,25.15 g,0.00 g,0.0 g,0
"Veal, roasted, cooked, separable lean and fat, leg (top round)",100 g,160,4.7g,103mg,68.00 mg,27.70 g,0.00 g,0.0 g,0.00 g
"Veal, braised, cooked, separable lean and fat, leg (top round)",100 g,211,6.3g,134mg,67.00 mg,36.16 g,0.00 g,0.0 g,0.00 g
"Beans, without salt, boiled, cooked, mature seeds, red, kidney",100 g,127,0.5g,0,2.00 mg,8.67 g,22.80 g,7.4 g,0.32 g
"Pork, roasted, cooked, separable lean and fat, backribs, fresh",100 g,292,22g,84mg,94.00 mg,23.01 g,0.00 g,0.0 g,0.00 g
"Pigeonpeas, with salt, drained, boiled, cooked, immature seeds",100 g,111,1.4g,0,240.00 mg,5.96 g,19.49 g,4.2 g,2.48 g
"Chicken, raw, with added solution, meat only, thigh, dark meat",100 g,110,3.7g,87mg,156.00 mg,19.11 g,0.00 g,0.0 g,0.00 g
"Milk, with blend of hydrogenated vegetable oils, fluid, filled",100 g,63,3.5g,2mg,57.00 mg,3.33 g,4.74 g,0.0 g,0
"Babyfood, prepared with whole milk, with bananas, rice, cereal",100 g,86,3.3g,10mg,47.00 mg,3.57 g,10.49 g,0.1 g,6.13 g
"Babyfood, strained, with applesauce and bananas, mixed, cereal",100 g,82,0.5g,0,3.00 mg,1.20 g,18.00 g,1.2 g,7.79 g
"Fast foods, plain, boneless pieces, breaded and fried, chicken",100 g,307,20g,55mg,594.00 mg,15.92 g,14.93 g,0.9 g,0.08 g
"DIGIORNO Pizza, baked, frozen, rising crust, pepperoni topping",100 g,265,10g,18mg,743.00 mg,12.46 g,31.15 g,2.3 g,5.10 g
"KELLOGG'S, Frosted Cookies & Creme Toaster Pastries, POP-TARTS",100 g,379,9.8g,0,597.00 mg,4.90 g,69.30 g,2.6 g,38.30 g
"Chicken, stewed, cooked, meat only, breast, broilers or fryers",100 g,151,3g,77mg,63.00 mg,28.98 g,0.00 g,0.0 g,0.00 g
"Cereals ready-to-eat, Date & Pecan, Raisin, GREAT GRAINS, POST",100 g,378,7.1g,0,247.00 mg,7.90 g,74.30 g,9.3 g,24.10 g
"Soup, single brand, ready-to-serve, chunky, potato ham chowder",100 g,80,5.2g,9mg,364.00 mg,2.70 g,5.60 g,0.6 g,0
"Beans, solids and liquids, no salt added, canned, yellow, snap",100 g,15,0.1g,0,14.00 mg,0.80 g,3.50 g,1.5 g,0.62 g
"Fish, drained solids, without salt, canned in oil, light, tuna",100 g,198,8.2g,18mg,50.00 mg,29.13 g,0.00 g,0.0 g,0
"Fish, drained solids, without salt, canned in oil, white, tuna",100 g,186,8.1g,31mg,50.00 mg,26.53 g,0.00 g,0.0 g,0
"Tortillas, without added calcium, flour, ready-to-bake or -fry",100 g,325,7.1g,0,478.00 mg,8.70 g,55.60 g,3.3 g,0
"Formulated bar, mixed flavors, ZONE PERFECT CLASSIC CRUNCH BAR",100 g,422,14g,8mg,520.00 mg,30.00 g,45.00 g,2.0 g,27.00 g
"Beans, with salt, boiled, cooked, mature seeds, great northern",100 g,118,0.5g,0,238.00 mg,8.33 g,21.09 g,7.0 g,0
"Nuts, lightly salted, without peanuts, oil roasted, mixed nuts",100 g,607,50g,0,143.00 mg,17.86 g,25.00 g,7.1 g,5.21 g
"Pork, braised, cooked, separable lean only, whole, loin, fresh",100 g,204,9.1g,79mg,50.00 mg,28.57 g,0.00 g,0.0 g,0.00 g
"Pork, roasted, cooked, separable lean only, whole, loin, fresh",100 g,209,9.6g,81mg,58.00 mg,28.62 g,0.00 g,0.0 g,0.00 g
"Pork, broiled, cooked, separable lean only, whole, loin, fresh",100 g,210,9.8g,79mg,64.00 mg,28.57 g,0.00 g,0.0 g,0.00 g
"PREGO Pasta, ready-to-serve, Mushroom and Garlic Italian Sauce",100 g,62,1.9g,0,362.00 mg,1.54 g,10.00 g,2.3 g,7.69 g
"Peas and onions, without salt, drained, boiled, cooked, frozen",100 g,45,0.2g,0,37.00 mg,2.54 g,8.63 g,2.2 g,3.77 g
"Chicken breast, prepackaged, sliced, rotisserie seasoned, deli",100 g,98,1.9g,51mg,1032.00 mg,17.40 g,2.92 g,0.0 g,0.75 g
"Bread, enriched (includes corn muffin mix), dry mix, cornbread",100 g,418,12g,2mg,817.00 mg,7.00 g,69.50 g,6.5 g,20.34 g
"Infant formula, ready-to-feed, low iron, ENFAMIL, MEAD JOHNSON",100 g,63,3.5g,1mg,18.00 mg,1.38 g,7.18 g,0.0 g,7.18 g
"GARDENBURGER Sun-Dried Tomato Basil Burger, unprepared, frozen",100 g,137,3.6g,4mg,387.00 mg,5.50 g,23.70 g,5.2 g,2.60 g
"SUNSHINE, Duoz Smoked Cheddar Monterey Jack Crackers, CHEEZ-IT",100 g,507,26g,3mg,898.00 mg,9.00 g,60.80 g,2.2 g,0.90 g
"Milk, with added vitamin A and vitamin D, instant, nonfat, dry",100 g,358,0.7g,18mg,549.00 mg,35.10 g,52.19 g,0.0 g,52.19 g
"Fast foods, large patty; with condiments, cheeseburger; single",100 g,269,14g,48mg,591.00 mg,15.21 g,19.72 g,1.2 g,3.60 g
"Fast foods, large patty; with condiments, cheeseburger; double",100 g,272,16g,57mg,480.00 mg,16.96 g,14.43 g,1.0 g,3.49 g
"Beverages, prepared with fat free milk, powder, chocolate malt",100 g,49,0.2g,2mg,77.00 mg,3.25 g,8.64 g,0.0 g,7.77 g
"Pork, unheated, separable fat (from ham and arm picnic), cured",100 g,579,61g,68mg,505.00 mg,5.68 g,0.09 g,0.0 g,0.00 g
"Cocoa, HERSHEY'S European Style Cocoa, unsweetened, dry powder",100 g,410,10g,0,0.00 mg,20.00 g,60.00 g,20.0 g,0.00 g
"Beverages, prepared with whole milk, powder, Eggnog-flavor mix",100 g,95,3g,11mg,55.00 mg,2.93 g,14.20 g,0.0 g,12.66 g
"Candies, M&M's MINIs Milk Chocolate Candies, MARS SNACKFOOD US",100 g,502,23g,15mg,68.00 mg,4.78 g,68.40 g,2.7 g,62.54 g
"Toaster Pastries, Frosted cherry, KELLOGG'S POP TARTS, KELLOGG",100 g,397,10g,0,320.00 mg,4.20 g,72.00 g,1.0 g,36.00 g
"Fast Food, thin crust, sausage topping, 14"" pizza, Pizza Chain",100 g,321,18g,36mg,782.00 mg,13.36 g,27.00 g,2.5 g,3.02 g
"Soup, prepared with equal volume water, canned, cream of onion",100 g,44,2.2g,6mg,380.00 mg,1.13 g,5.20 g,0.4 g,0
"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",100 g,146,2.4g,16mg,348.00 mg,10.66 g,20.36 g,1.4 g,3.19 g
"Pork, unheated, separable lean only, bone-in, rump, ham, cured",100 g,125,2.9g,63mg,737.00 mg,24.46 g,0.32 g,0.0 g,0.00 g
"Milk, with added vitamin A and vitamin D, regular, nonfat, dry",100 g,362,0.8g,20mg,535.00 mg,36.16 g,51.98 g,0.0 g,51.98 g
"CAMPBELL'S CHUNKY Soups, Fajita Chicken with Rice & Beans Soup",100 g,53,0.6g,6mg,347.00 mg,2.86 g,9.39 g,0.8 g,2.86 g
"CAMPBELL'S CHUNKY Soups, Chicken Broccoli Cheese & Potato Soup",100 g,86,4.5g,8mg,359.00 mg,2.86 g,8.16 g,1.2 g,2.45 g
"Soup, ready-to-serve, canned, reduced sodium, chunky vegetable",100 g,50,0.5g,1mg,138.00 mg,1.16 g,10.28 g,1.1 g,2.78 g
"Cereals ready-to-eat, KASHI GOLEAN CRISP Toasted Berry Crumble",100 g,368,8.2g,0,245.00 mg,18.00 g,66.69 g,15.8 g,21.70 g
"Veal, braised, cooked, separable lean and fat, blade, shoulder",100 g,225,10g,153mg,98.00 mg,31.26 g,0.00 g,0.0 g,0.00 g
"Soup, prepared with equal volume water, canned, bean with pork",100 g,63,2.2g,1mg,349.00 mg,2.88 g,8.31 g,2.9 g,1.47 g
"Margarine-like, soybean oil and butter, margarine-butter blend",100 g,727,80g,12mg,719.00 mg,0.31 g,0.77 g,0.0 g,0.00 g
"Squash, unprepared, frozen, crookneck and straightneck, summer",100 g,20,0.1g,0,5.00 mg,0.83 g,4.80 g,1.2 g,0
"Squash, without salt, drained, boiled, cooked, scallop, summer",100 g,16,0.2g,0,1.00 mg,1.03 g,3.30 g,1.9 g,1.50 g
"CAMPBELL'S Soup on the Go, HEALTHY REQUEST Classic Tomato Soup",100 g,39,0g,0,134.00 mg,0.98 g,9.18 g,0.7 g,5.57 g
"Sweet rolls, baked, refrigerated dough with frosting, cinnamon",100 g,362,13g,0,832.00 mg,5.40 g,56.10 g,0,0
"Cereals ready-to-eat, MOTHER'S Toasted Oat Bran cereal, QUAKER",100 g,372,5g,0,653.00 mg,11.45 g,75.41 g,8.6 g,15.57 g
"Cereals, dry, with raisins and spice, fortified, instant, oats",100 g,360,4g,0,462.00 mg,8.45 g,76.33 g,5.7 g,37.14 g
"CAMPBELL'S Red and White, condensed, Vegetarian Vegetable Soup",100 g,71,0.4g,0,516.00 mg,2.38 g,14.29 g,1.6 g,4.76 g
"Cheese, without added vitamin D, American, pasteurized process",100 g,371,32g,100mg,1671.00 mg,18.13 g,3.70 g,0.0 g,2.26 g
"Veal, separable lean and fat, bone-in, hind, shank, Australian",100 g,144,7.2g,60mg,95.00 mg,19.78 g,0.00 g,0.0 g,0.00 g
"Beverages, citrus flavor, sugar-free, VAULT Zero, Energy drink",100 g,1,0.1g,0,14.00 mg,0.25 g,0.70 g,0.0 g,0.00 g
"Cabbage, with salt, drained, boiled, cooked, chinese (pe-tsai)",100 g,14,0.2g,0,245.00 mg,1.50 g,2.41 g,1.7 g,0
"Onions, without salt, drained, boiled, cooked, chopped, frozen",100 g,28,0.1g,0,12.00 mg,0.77 g,6.59 g,1.8 g,2.90 g
